epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,3609.99,1.69484,1.63087,1.6946,0.31595,0.46266,0.36569,0.12409,2.14425,2.10935,2.11365,0.00100957,0.00100957,0.00100957
36,3712.55,1.68106,1.64108,1.68212,0.26956,0.49607,0.33645,0.11017,2.18313,2.19788,2.07465,0.0010025,0.0010025,0.0010025
37,3814.78,1.71769,1.5436,1.6945,0.23409,0.56678,0.29592,0.09908,2.23646,2.27925,2.20308,0.000995429,0.000995429,0.000995429
38,3917.09,1.69136,1.61328,1.66465,0.29452,0.62501,0.43491,0.14829,2.10096,1.99223,2.12887,0.000988357,0.000988357,0.000988357
39,4019.33,1.70456,1.59707,1.71324,0.27811,0.43433,0.34117,0.10176,2.29355,2.21409,2.19049,0.000981286,0.000981286,0.000981286
40,4121.55,1.68352,1.63731,1.71322,0.20563,0.56429,0.4025,0.12627,2.12382,2.08936,2.12092,0.000974214,0.000974214,0.000974214
41,4223.56,1.63215,1.51982,1.6513,0.26257,0.63505,0.40879,0.15884,2.05392,2.00934,2.04351,0.000967143,0.000967143,0.000967143
42,4326.55,1.67351,1.58258,1.66596,0.50916,0.47302,0.39199,0.14025,2.09601,2.02588,2.05606,0.000960071,0.000960071,0.000960071
43,4428.97,1.66584,1.54423,1.64707,0.26417,0.59266,0.37726,0.12921,2.2903,2.08493,2.19785,0.000953,0.000953,0.000953
44,4530.89,1.64303,1.52103,1.65203,0.57587,0.48644,0.4441,0.14879,2.16591,1.88794,2.11751,0.000945929,0.000945929,0.000945929
45,4633.24,1.6442,1.54298,1.65065,0.23951,0.64038,0.38317,0.12931,2.10342,1.94487,2.02048,0.000938857,0.000938857,0.000938857
46,4735.15,1.66645,1.57419,1.66685,0.20421,0.36993,0.23182,0.07527,2.48764,2.38492,2.41624,0.000931786,0.000931786,0.000931786
47,4837.71,1.66696,1.54658,1.65264,0.51903,0.49601,0.384,0.13464,2.02346,2.04945,2.01086,0.000924714,0.000924714,0.000924714
48,4939.99,1.68932,1.48806,1.68758,0.30173,0.62385,0.3973,0.13393,2.07547,1.97251,2.05623,0.000917643,0.000917643,0.000917643
49,5042.35,1.62525,1.51957,1.62751,0.23193,0.5213,0.29429,0.0937,2.25869,2.20413,2.16508,0.000910571,0.000910571,0.000910571
50,5144.47,1.61585,1.50664,1.62909,0.40698,0.5757,0.3832,0.13376,2.17527,2.03409,2.07714,0.0009035,0.0009035,0.0009035
51,5246.58,1.63288,1.53046,1.61506,0.4484,0.57644,0.37809,0.13362,2.10881,2.06239,2.06161,0.000896429,0.000896429,0.000896429
52,5348.89,1.56843,1.47814,1.60816,0.37255,0.59314,0.41115,0.16073,2.10892,1.93871,2.06719,0.000889357,0.000889357,0.000889357
53,5451.81,1.57861,1.44754,1.60558,0.23531,0.4934,0.31858,0.10016,2.37772,2.15392,2.29935,0.000882286,0.000882286,0.000882286
54,5553.86,1.59897,1.47048,1.61638,0.56336,0.45517,0.47821,0.18234,2.06231,1.93278,1.97436,0.000875214,0.000875214,0.000875214
55,5656.85,1.53197,1.4532,1.56955,0.53715,0.47877,0.47723,0.18432,2.03406,1.82765,1.92796,0.000868143,0.000868143,0.000868143
56,5759.71,1.62424,1.52512,1.61652,0.23662,0.62184,0.4185,0.158,2.06138,1.86844,1.98729,0.000861071,0.000861071,0.000861071
57,5861.74,1.60879,1.48676,1.60368,0.26687,0.53276,0.35586,0.1189,2.25428,2.06567,2.19397,0.000854,0.000854,0.000854
58,5963.68,1.58259,1.41942,1.56258,0.32717,0.59033,0.38932,0.14936,2.0426,1.94201,2.02906,0.000846929,0.000846929,0.000846929
59,6065.55,1.5633,1.47998,1.57686,0.35601,0.58854,0.46977,0.17487,1.98312,1.97444,1.94774,0.000839857,0.000839857,0.000839857
60,6167.77,1.57832,1.441,1.57518,0.29971,0.62375,0.4312,0.15525,1.99286,1.92131,1.95593,0.000832786,0.000832786,0.000832786
61,6270.15,1.55263,1.45383,1.55149,0.24159,0.6027,0.36934,0.11429,2.20685,1.97958,2.16453,0.000825714,0.000825714,0.000825714
62,6372.45,1.55561,1.41288,1.57462,0.29378,0.67719,0.46171,0.16728,2.02031,1.79773,1.97692,0.000818643,0.000818643,0.000818643
63,6475.07,1.56501,1.41422,1.60924,0.22765,0.55053,0.40062,0.15791,2.15151,1.97694,2.10055,0.000811571,0.000811571,0.000811571
64,6576.97,1.47251,1.3697,1.53366,0.32847,0.54384,0.42234,0.13401,2.24403,1.92274,2.15577,0.0008045,0.0008045,0.0008045
65,6679.47,1.52416,1.3862,1.57266,0.39998,0.60725,0.52009,0.19018,2.00571,1.85875,1.96868,0.000797429,0.000797429,0.000797429
66,6782.48,1.53126,1.42773,1.55547,0.34731,0.67932,0.44529,0.17072,1.99316,1.88746,1.96742,0.000790357,0.000790357,0.000790357
67,6884.73,1.53963,1.37378,1.57624,0.31376,0.72067,0.48445,0.1629,1.9745,1.89721,1.98454,0.000783286,0.000783286,0.000783286
68,6986.88,1.53059,1.39356,1.56294,0.31384,0.57909,0.37792,0.12048,2.2668,2.00994,2.18215,0.000776214,0.000776214,0.000776214
69,7089.4,1.53892,1.38296,1.56209,0.30725,0.60958,0.44725,0.16543,2.01994,1.88945,2.0439,0.000769143,0.000769143,0.000769143
70,7191.49,1.49707,1.35471,1.56711,0.31861,0.63548,0.44953,0.17329,1.95886,1.84862,1.98915,0.000762071,0.000762071,0.000762071
71,7293.62,1.50937,1.35038,1.55204,0.37462,0.65703,0.48484,0.18146,1.96601,1.78273,1.94166,0.000755,0.000755,0.000755
72,7395.73,1.55009,1.37389,1.55087,0.40683,0.6302,0.47113,0.17631,2.03366,1.80752,2.03443,0.000747929,0.000747929,0.000747929
73,7498.07,1.49059,1.37661,1.54122,0.31506,0.66086,0.47572,0.17826,1.96995,1.768,1.98995,0.000740857,0.000740857,0.000740857
74,7600.33,1.46494,1.3345,1.52377,0.30867,0.65933,0.4761,0.17697,1.98607,1.79957,2.01765,0.000733786,0.000733786,0.000733786
75,7702.44,1.4473,1.30601,1.52855,0.31264,0.69277,0.515,0.19274,1.93405,1.76314,1.90543,0.000726714,0.000726714,0.000726714
76,7805.44,1.43638,1.3194,1.50687,0.32548,0.68693,0.45514,0.15441,1.9966,1.95768,1.95303,0.000719643,0.000719643,0.000719643
77,7908.07,1.48199,1.3411,1.51524,0.40965,0.58416,0.52624,0.20943,1.96993,1.84578,1.95565,0.000712571,0.000712571,0.000712571
78,8010.69,1.46136,1.29958,1.49973,0.33819,0.68075,0.5112,0.20015,1.98511,1.73141,1.95944,0.0007055,0.0007055,0.0007055
79,8112.86,1.44138,1.29319,1.5011,0.31273,0.5598,0.40702,0.15506,2.14517,1.82856,2.06066,0.000698429,0.000698429,0.000698429
80,8214.76,1.43216,1.26886,1.49007,0.32233,0.63837,0.49577,0.21388,1.9173,1.79916,1.92658,0.000691357,0.000691357,0.000691357
81,8318.07,1.40623,1.26114,1.46585,0.33163,0.67894,0.47621,0.18548,1.98073,1.76571,1.94327,0.000684286,0.000684286,0.000684286
82,8420.35,1.42709,1.25888,1.48118,0.3634,0.65713,0.49409,0.1959,1.90229,1.74821,1.88894,0.000677214,0.000677214,0.000677214
83,8522.99,1.4438,1.26442,1.52028,0.33884,0.68742,0.48197,0.18618,1.9937,1.79907,1.98406,0.000670143,0.000670143,0.000670143
84,8624.78,1.4408,1.25544,1.48927,0.44614,0.62792,0.5515,0.21895,1.95099,1.7134,1.91639,0.000663071,0.000663071,0.000663071
85,8728.13,1.44841,1.28185,1.48742,0.37496,0.68981,0.53644,0.208,1.93062,1.74225,1.88439,0.000656,0.000656,0.000656
86,8830.44,1.43057,1.30954,1.48372,0.38283,0.6289,0.53326,0.20698,2.01221,1.68962,1.95851,0.000648929,0.000648929,0.000648929
87,8932.89,1.4195,1.27927,1.4634,0.33304,0.61045,0.51655,0.19968,1.99919,1.79021,1.95276,0.000641857,0.000641857,0.000641857
88,9035.1,1.40417,1.23292,1.46395,0.39054,0.68324,0.55726,0.2185,1.98591,1.71844,1.8846,0.000634786,0.000634786,0.000634786
89,9138.18,1.41086,1.24844,1.47102,0.2808,0.69623,0.51132,0.20578,2.02279,1.81211,1.97722,0.000627714,0.000627714,0.000627714
90,9240.31,1.41608,1.27654,1.48494,0.44014,0.61472,0.57202,0.22827,1.94593,1.73876,1.87354,0.000620643,0.000620643,0.000620643
91,9343.45,1.41031,1.2691,1.47315,0.42432,0.65391,0.56053,0.23279,1.91018,1.71686,1.90841,0.000613571,0.000613571,0.000613571
92,9446.43,1.36724,1.20882,1.44863,0.34616,0.58148,0.43808,0.17182,2.06186,1.93962,2.00073,0.0006065,0.0006065,0.0006065
93,9549.08,1.3679,1.27769,1.46112,0.41806,0.613,0.46623,0.17011,2.02224,1.93848,1.99509,0.000599429,0.000599429,0.000599429
94,9651.62,1.36514,1.21537,1.45316,0.46018,0.64006,0.57027,0.23556,1.9259,1.72536,1.89558,0.000592357,0.000592357,0.000592357
95,9754.98,1.34273,1.20342,1.43894,0.43745,0.6244,0.573,0.23388,1.92187,1.73486,1.88956,0.000585286,0.000585286,0.000585286
96,9857.42,1.41101,1.24923,1.46795,0.49776,0.63212,0.54018,0.20109,2.06424,1.78489,1.96545,0.000578214,0.000578214,0.000578214
97,9959.88,1.36097,1.20361,1.44554,0.50732,0.59925,0.5935,0.23186,1.94949,1.6728,1.967,0.000571143,0.000571143,0.000571143
98,10062.4,1.36251,1.19919,1.43178,0.47132,0.66522,0.60228,0.25288,1.90526,1.63533,1.85687,0.000564071,0.000564071,0.000564071
99,10171.5,1.38012,1.21504,1.43203,0.44068,0.6202,0.56242,0.22485,1.90566,1.65049,1.86893,0.000557,0.000557,0.000557
100,10274.9,1.34108,1.19484,1.41521,0.54835,0.62437,0.58784,0.2463,1.87083,1.61335,1.82756,0.000549929,0.000549929,0.000549929
101,10378.1,1.33949,1.18236,1.44405,0.50594,0.64337,0.57077,0.22915,1.97721,1.69176,1.96842,0.000542857,0.000542857,0.000542857
102,10481.3,1.35674,1.23232,1.45408,0.46944,0.67023,0.54111,0.2083,1.9856,1.6764,1.92025,0.000535786,0.000535786,0.000535786
103,10584.1,1.32691,1.20878,1.40513,0.32378,0.74273,0.50124,0.19904,1.97179,1.78317,1.9629,0.000528714,0.000528714,0.000528714
104,10687.4,1.36608,1.20012,1.42608,0.49388,0.59255,0.56893,0.22383,1.88791,1.72459,1.87973,0.000521643,0.000521643,0.000521643
105,10790.2,1.3552,1.22996,1.43279,0.44742,0.6581,0.57224,0.23003,1.91483,1.66903,1.87337,0.000514571,0.000514571,0.000514571
106,10892.9,1.31366,1.16667,1.41904,0.38875,0.64472,0.5908,0.23966,1.95197,1.6621,1.91364,0.0005075,0.0005075,0.0005075
107,10996.3,1.28554,1.16257,1.38166,0.5648,0.52624,0.53811,0.20583,2.01541,1.79909,1.93901,0.000500429,0.000500429,0.000500429
108,11099,1.32931,1.17151,1.42782,0.5035,0.66661,0.58062,0.24432,1.8923,1.6104,1.88173,0.000493357,0.000493357,0.000493357
109,11202.8,1.31244,1.16277,1.40298,0.43266,0.64658,0.60561,0.24208,1.98403,1.70526,1.92153,0.000486286,0.000486286,0.000486286
110,11306.3,1.31461,1.1432,1.39074,0.45727,0.58334,0.57296,0.21167,2.06783,1.68113,1.95167,0.000479214,0.000479214,0.000479214
111,11409.1,1.30009,1.14845,1.39037,0.49644,0.6684,0.56003,0.21361,1.99707,1.66085,1.94096,0.000472143,0.000472143,0.000472143
112,11512.3,1.29381,1.15444,1.39097,0.54906,0.60352,0.62847,0.25639,1.92215,1.67402,1.90054,0.000465071,0.000465071,0.000465071
113,11615.5,1.30376,1.18031,1.41456,0.45481,0.68583,0.57993,0.22128,1.88548,1.7033,1.85933,0.000458,0.000458,0.000458
114,11717.6,1.3182,1.15543,1.42496,0.44311,0.5634,0.54984,0.22463,1.92551,1.67123,1.89992,0.000450929,0.000450929,0.000450929
115,11819.9,1.26681,1.14033,1.38732,0.45429,0.68778,0.59346,0.24789,1.9154,1.67069,1.85695,0.000443857,0.000443857,0.000443857
116,11922.1,1.30495,1.14046,1.38617,0.47161,0.66789,0.61436,0.23091,1.94727,1.71439,1.85886,0.000436786,0.000436786,0.000436786
117,12024.7,1.24038,1.10534,1.372,0.41986,0.64067,0.52996,0.21266,1.97843,1.73431,1.90343,0.000429714,0.000429714,0.000429714
118,12127,1.30234,1.16142,1.38598,0.49094,0.62207,0.61642,0.25949,1.87758,1.60415,1.86285,0.000422643,0.000422643,0.000422643
119,12231.3,1.28967,1.15196,1.37187,0.46795,0.67249,0.62553,0.24472,1.93026,1.57082,1.89733,0.000415571,0.000415571,0.000415571
120,12333.5,1.28297,1.11337,1.39421,0.45189,0.66724,0.61213,0.24986,1.91913,1.64625,1.89426,0.0004085,0.0004085,0.0004085
121,12435.5,1.25926,1.10633,1.3629,0.50298,0.68962,0.62438,0.25533,1.9075,1.54845,1.86675,0.000401429,0.000401429,0.000401429
122,12537.4,1.22451,1.09075,1.36059,0.44702,0.73592,0.62378,0.256,1.8603,1.58684,1.82299,0.000394357,0.000394357,0.000394357
123,12639.8,1.22265,1.06931,1.33999,0.49406,0.69781,0.64515,0.26214,1.93196,1.52564,1.91204,0.000387286,0.000387286,0.000387286
124,12743.3,1.22703,1.08808,1.35672,0.50395,0.66172,0.66074,0.278,1.84036,1.53265,1.8169,0.000380214,0.000380214,0.000380214
125,12846.9,1.25749,1.09311,1.385,0.47123,0.68268,0.5741,0.22576,1.93804,1.63318,1.88382,0.000373143,0.000373143,0.000373143
126,12949.5,1.21683,1.11185,1.36302,0.44218,0.66611,0.60101,0.25055,1.83062,1.59516,1.81727,0.000366071,0.000366071,0.000366071
127,13051.9,1.22109,1.08973,1.35442,0.47012,0.66987,0.61044,0.25322,1.86397,1.55777,1.81638,0.000359,0.000359,0.000359
128,13153.9,1.23767,1.10584,1.36603,0.47711,0.68022,0.58517,0.23987,1.8977,1.60602,1.89559,0.000351929,0.000351929,0.000351929
129,13256.2,1.21952,1.0596,1.34404,0.59206,0.66377,0.66887,0.27723,1.89891,1.57417,1.85545,0.000344857,0.000344857,0.000344857
130,13359.8,1.21837,1.07308,1.34973,0.47433,0.70009,0.64855,0.26865,1.93201,1.54383,1.8871,0.000337786,0.000337786,0.000337786
131,13462.2,1.20077,1.07157,1.34475,0.48476,0.62831,0.65371,0.26393,1.91356,1.53859,1.8705,0.000330714,0.000330714,0.000330714
132,13564.4,1.21742,1.04844,1.34354,0.54618,0.68059,0.63176,0.26574,1.87979,1.54912,1.83199,0.000323643,0.000323643,0.000323643
133,13666.9,1.24322,1.08121,1.35322,0.57628,0.66842,0.64327,0.27342,1.82922,1.55557,1.80388,0.000316571,0.000316571,0.000316571
134,13769.3,1.20646,1.06024,1.31163,0.57284,0.60871,0.63558,0.27876,1.87353,1.62316,1.81721,0.0003095,0.0003095,0.0003095
135,13871.9,1.13821,1.03281,1.32161,0.55268,0.6568,0.64503,0.26337,1.86337,1.54223,1.84223,0.000302429,0.000302429,0.000302429
136,13974.1,1.1858,1.07603,1.34221,0.49436,0.71144,0.63466,0.28059,1.85114,1.51892,1.81394,0.000295357,0.000295357,0.000295357
137,14076.3,1.20217,1.04421,1.33221,0.52277,0.68443,0.64233,0.27462,1.84241,1.57111,1.8217,0.000288286,0.000288286,0.000288286
138,14179,1.16586,1.04532,1.316,0.5347,0.66395,0.65399,0.27179,1.85951,1.53177,1.83306,0.000281214,0.000281214,0.000281214
139,14281.4,1.15966,1.05121,1.31036,0.58837,0.62684,0.65989,0.29277,1.83012,1.51978,1.82952,0.000274143,0.000274143,0.000274143
140,14384.7,1.20333,1.04593,1.33208,0.48106,0.65502,0.59959,0.27201,1.83242,1.52666,1.84171,0.000267071,0.000267071,0.000267071
141,14487,1.16699,1.00457,1.30489,0.54766,0.67827,0.64382,0.28868,1.88238,1.53168,1.86367,0.00026,0.00026,0.00026
142,14589.1,1.17801,1.05324,1.31832,0.512,0.69989,0.64702,0.28302,1.8487,1.51855,1.83706,0.000252929,0.000252929,0.000252929
143,14691.4,1.16412,1.0357,1.31841,0.44896,0.64533,0.60844,0.2603,1.85048,1.57982,1.84716,0.000245857,0.000245857,0.000245857
144,14793.3,1.16534,1.00484,1.3143,0.6079,0.65959,0.66341,0.2939,1.81327,1.52647,1.81481,0.000238786,0.000238786,0.000238786
145,14896.4,1.15524,1.04266,1.31062,0.62536,0.622,0.64604,0.28047,1.87305,1.49046,1.83527,0.000231714,0.000231714,0.000231714
146,14998.3,1.11184,0.97746,1.30058,0.55677,0.62692,0.67565,0.29086,1.85881,1.51556,1.81097,0.000224643,0.000224643,0.000224643
147,15100.6,1.13995,0.99865,1.32564,0.49357,0.67625,0.597,0.25697,1.97111,1.50475,1.91336,0.000217571,0.000217571,0.000217571
148,15202.8,1.16519,1.03918,1.33865,0.58554,0.68056,0.66969,0.2944,1.85675,1.47145,1.83114,0.0002105,0.0002105,0.0002105
149,15306,1.10451,0.98279,1.26723,0.5725,0.62678,0.65453,0.28173,1.86781,1.46191,1.83701,0.000203429,0.000203429,0.000203429
150,15408.7,1.1587,0.99508,1.30479,0.52103,0.72198,0.66789,0.29168,1.82974,1.46876,1.815,0.000196357,0.000196357,0.000196357
151,15510.8,1.13188,1.0124,1.30297,0.52241,0.66035,0.61273,0.24794,1.93846,1.53314,1.88464,0.000189286,0.000189286,0.000189286
152,15613,1.10169,0.98353,1.2843,0.52034,0.76223,0.70421,0.3084,1.799,1.47018,1.82027,0.000182214,0.000182214,0.000182214
153,15716.5,1.13307,0.98241,1.28509,0.51844,0.62434,0.62411,0.27153,1.85611,1.50292,1.85995,0.000175143,0.000175143,0.000175143
154,15818.7,1.10102,0.97019,1.27798,0.53577,0.68269,0.65584,0.28938,1.82536,1.48318,1.84349,0.000168071,0.000168071,0.000168071
155,15920.8,1.09218,0.95885,1.26147,0.56276,0.63731,0.63962,0.27139,1.85935,1.50877,1.85489,0.000161,0.000161,0.000161
156,16023,1.12512,0.99619,1.31097,0.5894,0.66246,0.63237,0.27224,1.88477,1.53382,1.87786,0.000153929,0.000153929,0.000153929
157,16125.7,1.10365,0.96414,1.29902,0.57381,0.67224,0.64052,0.27724,1.88667,1.51661,1.87143,0.000146857,0.000146857,0.000146857
158,16227.8,1.11773,0.94619,1.2637,0.56579,0.68472,0.67524,0.29211,1.86795,1.56497,1.85254,0.000139786,0.000139786,0.000139786
159,16330.4,1.07533,0.93867,1.27234,0.5191,0.66596,0.65948,0.29502,1.83499,1.44969,1.8288,0.000132714,0.000132714,0.000132714
160,16432.5,1.08121,0.95014,1.27212,0.56695,0.6759,0.6517,0.28486,1.86301,1.52696,1.86933,0.000125643,0.000125643,0.000125643
161,16534.8,1.09992,0.96475,1.29451,0.59753,0.66881,0.68956,0.30674,1.83154,1.47543,1.83756,0.000118571,0.000118571,0.000118571
162,16637.1,1.09327,0.98259,1.29741,0.55229,0.69282,0.65773,0.27308,1.8691,1.49766,1.8653,0.0001115,0.0001115,0.0001115
163,16739.4,1.08679,0.94352,1.27919,0.57106,0.6555,0.67146,0.28324,1.86322,1.52305,1.86433,0.000104429,0.000104429,0.000104429
164,16841.6,1.051,0.93763,1.24794,0.58327,0.66975,0.69868,0.29318,1.84605,1.49876,1.83636,9.73571e-05,9.73571e-05,9.73571e-05
165,16943.9,1.09225,0.95684,1.27841,0.58441,0.68254,0.66819,0.29281,1.86364,1.47065,1.85596,9.02857e-05,9.02857e-05,9.02857e-05
166,17048.1,1.6755,1.43428,1.70387,0.64297,0.67644,0.71992,0.33218,1.76599,1.40699,1.78301,8.32143e-05,8.32143e-05,8.32143e-05
167,17152.8,1.58261,1.34422,1.63511,0.56473,0.66398,0.67471,0.29938,1.77645,1.43505,1.77479,7.61429e-05,7.61429e-05,7.61429e-05
168,17255.6,1.5608,1.31207,1.62313,0.57123,0.69458,0.68284,0.30441,1.75586,1.42979,1.74906,6.90714e-05,6.90714e-05,6.90714e-05
169,17359.4,1.55665,1.28389,1.62293,0.64711,0.69467,0.69652,0.32269,1.70728,1.37551,1.72863,6.2e-05,6.2e-05,6.2e-05
170,17462,1.50904,1.26405,1.59677,0.64062,0.69936,0.69281,0.32972,1.69969,1.37945,1.74529,5.49286e-05,5.49286e-05,5.49286e-05
171,17565.1,1.52575,1.2567,1.59699,0.66857,0.67952,0.70913,0.32893,1.74534,1.35185,1.7709,4.78571e-05,4.78571e-05,4.78571e-05
172,17667.6,1.52656,1.24978,1.55174,0.66182,0.68821,0.71575,0.33796,1.73538,1.35703,1.75941,4.07857e-05,4.07857e-05,4.07857e-05
173,17771.8,1.49064,1.24033,1.57443,0.62262,0.67373,0.71112,0.3407,1.73517,1.33569,1.76107,3.37143e-05,3.37143e-05,3.37143e-05
174,17875.5,1.50595,1.2433,1.57506,0.65228,0.67943,0.71528,0.34083,1.7555,1.33549,1.76941,2.66429e-05,2.66429e-05,2.66429e-05
175,17979.7,1.50198,1.23624,1.56843,0.61819,0.69164,0.71232,0.33702,1.74321,1.33267,1.76805,1.95714e-05,1.95714e-05,1.95714e-05
